Data		Hora       Temp_atual	Temp_med	Temp_min	Temp_max      Umi_atual     Umi_med     Umi_min     Umi_max
03/10/2024	03:42:40    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:42:45    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:42:50    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:42:55    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:00    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:05    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:10    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:15    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:20    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.06 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:25    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:30    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:35    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:40    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:45    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:50    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.19 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:43:55    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.17 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:00    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:05    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.17 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:10    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.17 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:15    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:20    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.20 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:25    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.21 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:30    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.17 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:35    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.07 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:40    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:45    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.17 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:50    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:44:55    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:01    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:06    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.20 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:11    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:16    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:21    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.21 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:26    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:31    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:36    27.29 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:41    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.20 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:46    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:51    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.08 RH    40.76 RH    100.00 RH   
03/10/2024	03:45:56    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:01    27.29 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:06    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:11    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:16    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:21    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:26    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:31    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.19 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:36    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:41    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:46    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:51    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:46:56    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:01    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:06    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.06 RH      51.09 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:11    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:16    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:21    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:26    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:31    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:36    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:41    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:46    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:51    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:47:56    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.19 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:01    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:06    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:11    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:16    27.29 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:21    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:26    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.10 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:31    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:36    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:41    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:46    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:51    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:48:56    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:01    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.08 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:06    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:11    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:16    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:21    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:26    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:31    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:36    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:41    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.08 RH      51.11 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:46    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:51    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.06 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:49:56    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:01    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:06    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.06 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:11    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:16    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:21    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:26    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:31    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:36    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:41    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:46    27.23 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:51    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:50:56    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.12 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:01    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.07 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:07    27.23 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:12    27.29 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:17    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:22    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:27    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.16 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:32    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:37    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:42    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:47    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:52    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:51:57    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:02    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.08 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:07    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:12    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:17    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.13 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:22    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.13 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:27    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.09 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:32    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:37    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:42    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.11 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:47    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.12 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:52    27.25 °C	 27.63 °C	25.15 °C	 130.00 °C     57.14 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:52:57    27.28 °C	 27.63 °C	25.15 °C	 130.00 °C     57.10 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:02    27.26 °C	 27.63 °C	25.15 °C	 130.00 °C     57.15 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:07    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:12    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:17    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:22    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.18 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:27    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:32    27.22 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.14 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:37    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:42    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:47    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:52    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.13 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:53:57    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:02    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:07    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.11 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:12    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.09 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:17    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:22    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.14 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:27    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:32    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.14 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:37    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:42    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:47    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.15 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:52    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:54:57    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:02    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:07    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.14 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:12    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:17    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.18 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:22    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:27    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:32    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:37    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:42    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:47    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:52    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:55:57    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:02    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.18 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:07    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.18 RH      51.16 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:12    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.20 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:17    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.19 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:22    27.22 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:27    27.28 °C	 27.62 °C	25.15 °C	 130.00 °C     57.22 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:32    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:37    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.17 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:42    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.16 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:47    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:52    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:56:57    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:02    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.18 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:07    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.14 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:12    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.15 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:18    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.14 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:23    27.23 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.17 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:28    27.26 °C	 27.62 °C	25.15 °C	 130.00 °C     57.12 RH      51.18 RH    40.76 RH    100.00 RH   
03/10/2024	03:57:33    27.25 °C	 27.62 °C	25.15 °C	 130.00 °C     57.18 RH      51.18 RH    40.76 RH    100.00 RH   
